,Area,Perimeter,Convexity,Circularity,X_start,Y_start,Width,Height,Segmented_label
390,1109.0,156.36753106117249,False,0.5699650846800853,59,85,28,64,0
391,1443.0,178.16652154922485,False,0.5712470797382383,58,84,33,72,0
392,1705.0,187.82337427139282,False,0.6073443147365141,57,83,41,73,0
393,2100.5,224.69343173503876,False,0.5228195216172287,57,79,45,79,0
394,2371.5,244.35028612613678,False,0.49912266236244845,55,80,50,78,0
395,2459.5,240.35028541088104,False,0.5350167840969636,55,82,53,73,0
396,2638.5,248.20815002918243,False,0.5381890870087436,54,81,54,72,0
397,159.0,67.4558436870575,False,0.43910444290973083,112,82,29,12,0
398,1625.5,242.55129599571228,False,0.34720793261562866,53,88,73,67,0
399,267.5,76.52691113948822,False,0.5739912631094657,110,81,31,16,0
400,4307.5,364.09039855003357,False,0.4083350855386326,53,78,92,79,0
401,4593.0,350.3330410718918,False,0.4702665747966975,52,78,98,78,0
402,4744.5,338.776691198349,False,0.5194853099089223,52,78,97,78,0
403,4985.5,332.43354642391205,False,0.5669031879178916,52,78,101,76,0
404,5022.5,315.462984085083,False,0.6342098679515009,53,78,99,76,0
405,4979.5,312.1492750644684,False,0.642200943679661,54,75,102,74,0
406,5113.0,321.5634878873825,False,0.6213727383697387,55,77,101,72,0
407,4756.0,300.93607199192047,False,0.6599381181171341,57,78,100,64,0
408,4809.0,310.5929275751114,False,0.6264429362095433,58,79,116,62,0
409,2653.5,294.1492745876312,False,0.3853837448976031,52,86,79,75,0
410,4201.5,290.2081501483917,False,0.6268953118999444,61,78,107,59,0
411,3486.0,264.30865573883057,False,0.6270677634904372,63,79,99,55,0
412,2480.0,198.85281133651733,False,0.7881303902668519,68,83,68,49,0
413,1610.0,150.3675309419632,False,0.894803353076167,70,83,46,47,0
414,139.5,65.21320307254791,False,0.41220476492229613,63,101,9,30,0
415,267.0,91.59797894954681,False,0.3998981018250523,61,97,14,41,0
416,589.0,120.91168749332428,False,0.5062774616641029,60,94,19,53,0
417,910.0,155.0538226366043,False,0.47564868572732094,58,90,23,68,0
418,1495.0,190.99494743347168,False,0.5150000835200279,57,87,31,77,0
419,1922.0,201.9655100107193,False,0.5921187671083672,56,87,41,78,0
420,3569.5,279.6639952659607,False,0.5735141466956793,53,86,82,76,0
421,2493.5,236.49242186546326,False,0.560253758799155,56,84,51,82,0
422,135.0,57.79898929595947,False,0.5078122160511128,105,89,26,9,0
423,3631.5,424.03152549266815,False,0.2538046764673135,56,81,82,89,0
424,4569.5,351.26197278499603,False,0.465389170835857,57,82,91,86,0
425,5090.0,324.73506247997284,False,0.606553733483347,58,83,96,84,0
426,5095.0,320.7350615262985,False,0.6223879511178191,58,82,100,82,0
427,5268.0,328.87719666957855,False,0.6120516971722185,59,85,104,76,0
428,5288.0,332.0487711429596,False,0.6026949546221867,60,84,109,72,0
429,4064.0,271.9066344499588,False,0.6907548684666953,60,84,94,68,0
430,2698.0,202.30865561962128,False,0.8283671749391972,65,86,65,61,0
431,4362.5,318.9777021408081,False,0.5387963608130019,53,88,87,88,0
432,1959.0,172.50966656208038,False,0.827213147833901,68,89,47,54,0
433,1404.5,141.15432739257812,False,0.8858153743639356,72,94,40,44,0
434,774.5,107.15432822704315,False,0.8476407951399753,76,99,31,33,0
435,1144.0,128.56854164600372,False,0.8696939582067991,64,108,34,44,0
436,567.5,91.01219201087952,False,0.8609473252103459,70,114,25,31,0
437,174.0,50.28427076339722,False,0.864758420895745,59,119,14,19,0
438,407.0,77.94112467765808,False,0.8419202137133837,56,115,20,28,0
439,662.0,100.08326017856598,False,0.8305101904044625,54,110,25,37,0
440,877.0,116.91168689727783,False,0.8062943258884924,53,108,28,42,0
441,1074.0,134.3675309419632,False,0.7475245695751138,53,103,33,50,0
442,266.5,61.69848418235779,False,0.8797475958491179,69,142,21,18,1
443,31.5,20.727921724319458,True,0.9213166036471373,96,162,7,8,1
444,313.5,69.01219236850739,False,0.8271718775885207,63,141,23,22,1
445,564.0,90.91168773174286,False,0.857530404710262,59,137,30,28,1
446,743.0,102.91168761253357,False,0.8815953231329986,59,136,32,32,1
447,880.5,113.15432798862457,False,0.8641654220395713,57,136,36,34,1
448,926.0,114.91168737411499,False,0.8812364390122905,57,137,35,35,1
449,1040.0,129.53910493850708,False,0.778827753968701,57,136,42,37,1
450,1239.0,133.39696872234344,False,0.8749621143858596,58,137,44,37,1
451,1248.5,135.63960886001587,False,0.8527571180968154,59,140,47,35,1
452,1139.5,131.98275482654572,False,0.8220340660173802,62,143,48,32,1
453,858.5,113.8406195640564,False,0.8324452167083688,69,146,41,27,1
454,66.0,31.798989295959473,False,0.8202139785824032,78,142,12,10,1
455,364.5,73.69848418235779,False,0.8433158943807065,84,149,25,20,1
456,108.5,41.55634868144989,False,0.7895230960624421,88,154,17,9,1
457,46.0,26.14213526248932,False,0.8458348615604563,79,135,11,7,1
458,226.0,59.94112479686737,False,0.7904393033053374,73,133,23,16,1
459,383.0,76.42640614509583,False,0.823989660486112,71,131,27,22,1
460,512.0,89.59797871112823,False,0.8014628573818814,71,131,29,26,1
461,575.5,96.32590091228485,False,0.7794154904112279,69,133,30,28,1
462,676.5,100.66904664039612,False,0.8388527902252602,69,133,32,30,1
463,738.5,107.49747383594513,False,0.8030893128550051,68,134,33,31,1
464,711.5,103.98275446891785,False,0.8269174054351442,70,136,35,31,1
465,219.0,55.455843806266785,False,0.8948687520600226,76,140,19,16,1
466,768.0,106.91168713569641,False,0.844346520377668,71,140,36,30,1
467,682.5,103.49747383594513,False,0.8006690118131208,75,140,33,31,1
468,468.5,85.8406194448471,False,0.7989760724859201,83,143,26,28,1
469,241.5,60.870057582855225,False,0.8190672739368714,91,149,17,21,1
470,64.0,31.79898953437805,False,0.7953589976077603,81,128,13,9,1
471,263.5,61.69848370552063,False,0.8698442592472305,76,125,22,17,1
472,373.0,75.25483345985413,False,0.8276560573503422,74,125,26,23,1
473,429.0,82.08326017856598,False,0.8001252233157818,72,127,29,24,1
474,516.0,88.08326017856598,False,0.8357431092733314,71,129,30,26,1
475,541.5,91.0121922492981,False,0.8215030381653577,70,131,31,25,1
476,317.5,67.69848394393921,False,0.8705539841791651,74,138,22,20,1
477,577.0,93.74011492729187,False,0.8251534387690896,70,132,33,27,1
478,509.5,89.98275542259216,False,0.790743219598419,72,134,32,27,1
479,550.5,93.49747455120087,False,0.7913478497232121,76,135,31,28,1
480,304.5,70.18376529216766,False,0.7768261435200449,84,138,22,23,1
481,190.0,55.94112491607666,False,0.7629587785267496,89,142,17,20,1
482,45.5,26.3847758769989,False,0.8213238641930535,92,131,10,9,1
483,280.5,68.18376517295837,False,0.7581947452701063,83,128,22,22,1
484,466.0,86.56854224205017,False,0.7814038956141164,79,126,28,28,1
485,570.0,95.39696979522705,False,0.7870739883785888,77,128,32,29,1
486,642.5,101.982754945755,False,0.7762998755177881,76,128,32,31,1
487,335.5,69.35533857345581,False,0.876481181838428,75,140,23,20,1
488,615.5,99.98275482654572,False,0.773726949412454,77,130,33,30,1
489,602.0,96.2253954410553,False,0.8170091986430943,80,132,32,29,1
490,503.0,89.25483274459839,False,0.7934405063141144,84,134,28,27,1
491,386.5,76.6690468788147,False,0.8262647658604995,88,136,26,24,1
492,182.5,53.69848442077637,False,0.7953324019227674,93,142,18,17,1
493,67.0,34.62741661071777,False,0.7021735765997357,100,144,9,14,1
494,373.0,76.42640602588654,False,0.8024755726373841,83,116,23,26,1
495,694.5,103.15432894229889,False,0.8201762662306196,77,114,32,33,1
496,933.0,120.22539591789246,False,0.8111460840558776,73,114,37,38,1
497,1074.5,129.78174543380737,False,0.8016578737214275,71,115,42,41,1
498,408.5,76.52691125869751,False,0.8765436644849033,75,140,25,22,1
499,1076.0,129.53910386562347,False,0.8057871895690295,72,117,41,41,1
500,1018.5,131.43860042095184,False,0.740841061483163,73,119,38,42,1
501,942.0,121.5391036272049,False,0.8013619337769269,75,121,35,42,1
502,833.0,117.88224971294403,False,0.7532827709962713,77,124,34,41,1
503,717.5,122.12489008903503,False,0.6045377115668552,80,127,32,40,1
504,598.5,103.98275470733643,False,0.6955868796674749,82,135,30,33,1
505,468.5,92.32590138912201,False,0.6906727895230595,85,136,27,32,1
506,325.5,76.66904664039612,False,0.695858170660546,90,138,21,29,1
507,190.5,59.35533821582794,False,0.6794934520818013,94,141,16,23,1
508,148.5,47.6984840631485,False,0.820213974482603,84,118,17,15,1
509,447.5,82.18376529216766,False,0.8325893168533215,76,142,29,21,1
510,521.0,90.0832611322403,False,0.8067879214129487,77,113,29,28,1
511,829.5,112.46803653240204,False,0.8240774452577356,71,111,36,36,1
512,1045.0,126.71067726612091,False,0.8178990994908489,68,112,41,39,1
513,1097.0,132.36753058433533,False,0.7867804462282886,68,113,43,41,1
514,1051.5,132.1248904466629,False,0.756919790716854,68,116,41,41,1
515,926.5,122.12489068508148,False,0.7806330094764715,70,118,35,41,1
516,837.5,118.95331752300262,False,0.7437749755031097,72,121,37,40,1
517,707.0,112.2253954410553,False,0.7054187338616879,75,126,33,37,1
518,621.5,109.29646325111389,False,0.6537907616429205,77,127,31,38,1
519,466.0,90.91168749332428,False,0.7085268983882194,81,134,27,31,1
520,446.5,82.18376517295837,False,0.8307287844770365,79,144,31,20,1
521,349.5,79.8406194448471,False,0.6889841776480142,85,136,23,28,1
522,203.5,62.18376553058624,False,0.6613330747289307,90,138,17,24,1
523,75.5,39.69848442077637,False,0.6020172864174543,92,143,12,16,1
524,61.5,29.5563485622406,True,0.8846743192984652,77,140,12,8,1
525,159.0,50.28427040576935,False,0.7902102924034973,72,136,16,17,1
526,287.0,64.28427028656006,False,0.8727348607382184,72,135,18,22,1
527,364.0,73.94112491607666,False,0.8366409943927724,71,136,21,25,1
528,440.5,81.35533845424652,False,0.8363415328149609,71,135,22,27,1
529,475.0,87.25483238697052,False,0.7840152250279877,71,135,23,29,1
530,517.5,94.32590055465698,False,0.7309005651880853,72,135,27,31,1
531,379.5,76.18376517295837,False,0.8216687667986439,82,147,30,18,1
532,568.0,95.74011445045471,False,0.7787002517557937,74,136,28,32,1
533,631.0,95.25483345985413,False,0.8739069217084897,76,136,27,32,1
534,591.5,96.66904723644257,False,0.7954076004095382,78,138,26,31,1
535,484.5,86.66904640197754,False,0.8105421594135624,81,139,24,31,1
536,438.5,83.49747359752655,False,0.7903742659165016,83,140,23,31,1
537,277.0,66.42640614509583,False,0.7888748671244507,87,144,19,25,1
538,59.0,28.97056233882904,False,0.8833809411685606,76,140,10,10,1
539,210.5,54.87005662918091,False,0.8785998956835701,73,137,17,18,1
540,345.5,70.52691149711609,False,0.8728672203664265,71,136,21,23,1
541,446.5,80.18376612663269,False,0.8726868381071596,71,135,23,27,1
542,299.5,67.69848418235779,False,0.821199736772254,86,149,26,16,1
543,525.5,89.35533845424652,False,0.8270686821130382,70,136,25,28,1
544,579.0,94.91168713569641,False,0.8076980621523037,71,134,27,33,1
545,627.0,98.91168701648712,False,0.8053454076519901,74,134,28,34,1
546,671.5,100.32590138912201,False,0.8383584388096208,75,136,29,33,1
547,702.0,102.08326017856598,False,0.8465213449859932,77,136,29,34,1
548,617.0,98.08325982093811,False,0.8059447033528568,79,139,27,31,1
549,498.0,86.08326005935669,False,0.844504163785452,83,140,24,31,1
550,369.5,74.18376553058624,False,0.8437359588178441,86,143,21,26,1
551,123.5,42.870057225227356,False,0.8444398018313324,92,150,13,16,1
552,101.0,37.79898941516876,False,0.8883229047355881,81,132,13,12,1
553,389.5,73.69848418235779,False,0.9011564907031144,67,142,24,21,1
554,147.0,45.455843687057495,False,0.8940210672636374,92,153,17,13,1
555,216.5,54.87005686759949,False,0.9036431152610527,78,130,19,16,1
556,432.5,81.0121921300888,False,0.8281236884239724,72,129,27,24,1
557,555.0,91.25483334064484,False,0.8375121083657607,71,128,30,27,1
558,700.0,102.56854140758514,False,0.8361410487678564,69,127,35,30,1
559,669.0,102.22539484500885,False,0.804485810468545,69,128,35,31,1
560,720.0,107.0538227558136,False,0.7894743065067349,70,127,36,33,1
561,732.0,109.05382299423218,False,0.7734623092787603,70,127,33,34,1
562,709.5,102.81118190288544,False,0.8434931504749804,73,129,33,33,1
563,629.5,97.63960909843445,False,0.8297619856582712,74,133,34,30,1
564,586.5,96.81118333339691,False,0.7863697944730934,75,136,34,29,1
565,31.5,20.727921724319458,True,0.9213166036471373,90,125,7,8,1
566,500.5,91.98275446891785,False,0.7433633146634704,77,140,33,25,1
567,338.5,73.84061992168427,False,0.7801495616751826,82,143,26,21,1
568,207.0,57.9411256313324,False,0.7748298678066812,87,146,21,16,1
569,68.0,30.97056233882904,False,0.8908828420480289,93,119,12,9,1
570,138.0,45.455843448638916,False,0.8392850923578183,90,117,16,14,1
571,210.0,57.94112455844879,False,0.78605931529128,86,117,21,17,1
572,309.5,69.01219236850739,False,0.8166178504422558,84,116,24,21,1
573,393.5,78.66904735565186,False,0.7990000721115844,82,114,26,25,1
574,484.0,85.74011445045471,False,0.8273458787173379,81,115,29,27,1
575,501.5,89.49747383594513,False,0.7867907533187165,81,116,30,27,1
576,126.0,42.62741684913635,True,0.8713695456956179,86,124,16,12,1
577,567.5,94.32590162754059,False,0.8015189590502453,81,114,30,30,1
578,574.0,95.74011421203613,False,0.7869259625598517,81,114,30,31,1
579,550.0,93.740114569664,False,0.7865414121071855,81,115,28,31,1
580,515.0,93.3969691991806,False,0.7419105153038367,81,116,29,30,1
581,546.0,93.39696931838989,False,0.7865692045083906,81,119,31,29,1
582,465.0,85.74011540412903,False,0.7948674071183682,82,122,28,27,1
583,436.5,82.32590067386627,False,0.8093215983947062,83,124,28,26,1
584,351.0,76.42640566825867,False,0.7551445807822823,84,128,27,22,1
585,287.0,69.59797859191895,False,0.7445579557652885,86,130,25,20,1
586,240.0,61.11269772052765,False,0.8075291251856994,89,132,22,17,1
587,203.5,56.87005698680878,False,0.7906912825907241,84,122,19,16,1
588,134.5,45.69848394393921,False,0.8093354497174648,93,135,17,14,1
589,72.5,33.21320307254791,False,0.8258978753288472,97,138,12,11,1
590,12.0,14.14213514328003,True,0.7539822880916458,101,141,6,6,1
591,77.0,34.97056245803833,True,0.7912165343323634,70,134,15,8,1
592,214.0,56.284270882606506,False,0.8488863462638808,68,129,20,16,1
593,375.5,75.01219248771667,False,0.8386023722061537,67,126,23,24,1
594,586.5,93.49747407436371,False,0.8430981264246042,62,124,31,28,1
595,783.5,108.32590103149414,False,0.8390430505219079,61,124,35,32,1
596,976.0,120.56854164600372,False,0.8437070264248915,60,122,37,36,1
597,1034.5,123.9827550649643,False,0.8457028488256614,61,122,37,37,1
598,327.0,70.42640578746796,False,0.8284886578205589,82,118,23,22,1
599,1097.0,128.22539567947388,False,0.8384330625161988,61,121,39,40,1
600,1193.0,133.8822499513626,False,0.8363812787568511,62,122,42,41,1
601,1193.5,131.78174471855164,False,0.8636181902259412,65,122,42,42,1
602,1104.5,128.12489080429077,False,0.8454901797493235,68,124,40,41,1
603,922.0,118.22539532184601,False,0.82893262966356,72,128,37,36,1
604,698.0,102.42640578746796,False,0.8360676509097266,79,133,31,31,1
605,364.5,74.66904675960541,False,0.8215352119497289,86,137,23,26,1
606,46.0,25.313708305358887,True,0.9021030538683492,72,134,10,7,1
607,189.0,52.28427052497864,False,0.8688195045376427,68,130,18,16,1
608,366.0,75.59797859191895,False,0.8047677851088394,66,126,24,24,1
609,385.5,75.84061992168427,False,0.8422295948001779,79,119,27,22,1
610,549.5,90.66904699802399,False,0.839961651584146,62,125,30,27,1
611,747.5,104.66904628276825,False,0.8574020686665814,60,124,34,30,1
612,896.5,115.15432810783386,False,0.8495708966008295,60,122,36,34,1
613,941.5,117.15432810783386,False,0.8620123998072385,61,123,35,35,1
614,985.0,123.05382239818573,False,0.8174399846900973,61,123,39,37,1
615,939.0,123.88224971294403,False,0.7688777425121283,63,123,40,37,1
616,943.0,116.71067714691162,False,0.8699621925343477,66,126,38,37,1
617,748.0,105.740114569664,False,0.8406823094740273,72,131,33,32,1
618,537.5,90.18376541137695,False,0.8304846391032751,78,134,27,28,1
619,244.0,63.597978830337524,False,0.7580765502787103,85,138,20,22,1
620,461.5,87.49747371673584,False,0.7575137868032743,77,120,32,23,1
621,495.0,87.25483286380768,False,0.8170263834676855,77,121,31,23,1
622,566.5,96.32590103149414,False,0.7672265407907856,76,121,34,24,1
623,586.5,93.15432810783386,False,0.84932088761678,76,119,30,29,1
624,503.5,84.52691125869751,False,0.8855627493713111,67,141,27,24,1
625,690.5,104.81118214130402,False,0.7898748907398432,77,117,33,32,1
626,616.5,96.32590103149414,False,0.8349429168535203,78,118,29,31,1
627,693.5,101.982754945755,False,0.837920566025815,79,119,33,32,1
628,623.5,96.32590043544769,False,0.8444232199525653,80,123,32,29,1
629,602.0,98.56854236125946,False,0.7786274077126047,81,125,33,28,1
630,547.5,93.49747371673584,False,0.7870353414299782,83,125,31,28,1
631,441.5,83.49747359752655,False,0.7957816155122815,88,126,26,27,1
632,372.0,75.25483250617981,False,0.8254371612273752,89,128,25,24,1
633,215.0,59.59797966480255,False,0.7606506637888123,93,129,20,20,1
634,130.5,45.69848442077637,False,0.7852659775761961,98,128,14,17,1
635,630.5,94.18376588821411,False,0.8931879429669913,68,141,31,26,1
636,22.0,17.313708305358887,True,0.9222578319518916,87,133,6,7,1
637,152.5,48.52691125869751,False,0.813793860460475,82,129,17,15,1
638,283.0,63.94112515449524,False,0.8698327419800822,80,127,21,20,1
639,391.5,77.01219248771667,False,0.8295119657249629,76,127,27,22,1
640,491.0,86.91168689727783,False,0.8168362397431471,76,127,30,24,1
641,590.5,93.15432846546173,False,0.8551133508728336,75,126,32,27,1
642,636.5,95.982754945755,False,0.8682041347117312,76,125,31,30,1
643,723.0,104.56854128837585,False,0.830894839836368,78,126,35,30,1
644,657.5,102.32590055465698,False,0.7891044094611053,81,127,34,29,1
645,616.0,98.91168677806854,False,0.7912165446654043,83,127,32,30,1
646,724.0,102.42640566825867,False,0.8672105740223967,69,143,37,25,1
647,476.5,86.66904652118683,False,0.7971585921529363,86,130,29,26,1
648,288.0,66.7695517539978,False,0.8117932398098991,93,133,22,21,1
649,67.0,31.798989295959473,False,0.8326414631063789,99,140,12,10,1
650,83.0,34.62741661071777,False,0.8698568187728071,78,143,13,11,1
651,283.0,63.94112527370453,False,0.8698327387367191,74,140,22,19,1
652,480.0,85.59797883033752,False,0.8232354833073509,72,138,28,25,1
653,592.0,98.56854176521301,False,0.7656934068780454,70,137,31,30,1
654,675.5,101.49747395515442,False,0.8239953290708345,71,136,31,32,1
655,696.5,105.15432846546173,False,0.7915469435944764,71,136,30,33,1
656,829.5,113.63960909843445,False,0.8071733081372097,72,137,36,34,1
657,651.0,100.42640626430511,False,0.8111384880376843,71,146,38,23,1
658,844.5,112.66904652118683,False,0.8359884549136234,74,141,37,30,1
659,809.0,108.08325982093811,False,0.8702449591375905,77,140,35,31,1
660,657.0,96.42640602588654,False,0.8879392898434189,80,144,33,26,1
661,232.0,59.11269783973694,False,0.8343269801235096,94,149,17,20,1
662,113.0,39.79898953437805,False,0.8964874534352111,81,145,13,13,1
663,217.5,57.69848453998566,False,0.8209946221661175,77,143,18,19,1
664,349.0,71.94112515449524,False,0.8473851310675081,77,141,21,24,1
665,507.0,87.5979790687561,False,0.8302896984528485,74,138,25,29,1
666,620.5,95.84061992168427,False,0.848891962282431,72,139,27,32,1
667,720.5,105.49747347831726,False,0.8135040720811126,70,140,28,34,1
668,557.0,91.59797942638397,False,0.8342443460578957,77,148,34,22,1
669,790.0,108.91168701648712,False,0.8369277825514239,70,141,31,35,1
670,879.0,114.56854164600372,False,0.8415268343693446,71,142,35,36,1
671,876.5,115.15432786941528,False,0.8306178404396081,72,145,35,34,1
672,720.5,105.15432751178741,False,0.8188220864385036,75,148,32,31,1
673,544.0,90.08326053619385,False,0.8424042899359178,80,150,28,29,1
674,382.5,75.01219201087952,False,0.854235449925257,85,153,24,24,1
675,54.5,27.55634868144989,False,0.9019096287635467,78,154,9,10,1
676,241.0,60.76955235004425,False,0.8200773784737563,70,149,22,18,1
677,399.0,78.42640626430511,False,0.8151886610114178,69,148,27,23,1
678,543.5,91.49747431278229,False,0.8158140874426797,68,146,30,28,1
679,459.5,83.69848442077637,False,0.8242523455630415,80,151,31,19,1
680,635.5,100.66904640197754,False,0.7880132309138724,68,145,31,31,1
681,684.5,107.9827550649643,False,0.7376910404584605,67,144,32,32,1
682,810.0,115.39696824550629,False,0.764374314450813,67,146,38,31,1
683,874.0,112.91168701648712,False,0.8614766372795496,69,147,38,31,1
684,801.0,109.74011409282684,False,0.8358177027788182,72,149,38,29,1
685,666.5,99.84061980247498,False,0.8402247709031354,75,150,35,26,1
686,455.0,81.2548336982727,False,0.8660098846819687,80,153,29,23,1
687,94.5,37.21320307254791,False,0.8575265333316139,93,161,12,13,1
688,252.0,62.76955187320709,False,0.8037340149200737,68,125,21,19,1
689,519.0,87.25483322143555,False,0.85663977685609,64,120,28,27,1
690,244.5,59.69848442077637,False,0.8621088750817012,87,155,22,16,1
691,742.5,104.32590126991272,False,0.8572786963111685,61,119,33,32,1
692,911.5,115.98275446891785,False,0.8514902900619191,60,119,35,36,1
693,1032.0,125.05382180213928,False,0.8292693682456307,59,120,38,37,1
694,1128.0,127.05382335186005,False,0.8780990081398171,58,121,39,39,1
695,1166.5,129.78174471855164,False,0.8702968078208493,58,122,42,40,1
696,1150.5,128.1248904466629,False,0.8807029943249316,60,125,43,38,1
697,1102.5,125.63960909843445,False,0.8776781954895767,63,129,42,35,1
698,816.5,110.81118190288544,False,0.8356008613661756,69,132,39,31,1
699,445.0,81.59797883033752,False,0.8398680727587808,79,136,27,24,1
700,86.5,36.041630029678345,False,0.8367912357767117,90,142,12,12,1
701,184.0,51.455843448638916,False,0.8732895919854722,160,149,18,15,2
702,417.5,78.18376505374908,False,0.8582882804564207,149,148,28,21,2
703,1057.0,123.39696860313416,False,0.8723200799429406,153,124,41,35,2
704,821.5,108.66904711723328,False,0.8741897580277239,151,132,37,29,2
705,584.0,93.25483334064484,False,0.8438786716353067,150,136,31,26,2
706,249.0,60.284270882606506,False,0.8609961031326585,152,141,19,19,2
707,124.0,45.45584332942963,False,0.7541402318712308,170,130,15,15,2
708,557.5,91.01219260692596,False,0.8457764361549501,163,125,31,25,2
709,781.0,107.25483298301697,False,0.8531534592527797,163,125,36,29,2
710,1049.0,126.22539675235748,False,0.8273549380524617,158,124,41,34,2
711,1111.0,133.88224983215332,False,0.778893212366826,155,124,43,37,2
712,990.0,136.36753129959106,False,0.668995354116503,151,129,46,35,2
713,276.0,64.28427052497864,False,0.839285086331105,149,150,22,18,2
714,1202.0,133.88224959373474,False,0.842690949234397,149,131,47,36,2
715,1194.5,136.95331704616547,False,0.8002964809299282,146,131,48,38,2
716,891.5,115.49747407436371,False,0.8398200500706202,144,140,41,29,2
717,776.0,106.91168737411499,False,0.8531417928265016,144,144,38,28,2
718,295.0,70.76955187320709,False,0.7401827998164751,146,151,25,20,2
719,88.0,34.97056233882904,False,0.9042474739732973,162,138,12,11,2
720,257.5,61.69848418235779,False,0.8500375457078719,155,136,23,16,2
721,419.0,77.94112455844879,False,0.8667434167690407,152,135,28,20,2
722,514.5,87.01219296455383,False,0.8539550566417725,151,135,30,24,2
723,538.5,90.18376529216766,False,0.8320297290035671,150,139,32,23,2
724,90.0,35.79898917675018,False,0.8824921387521893,152,153,11,13,2
725,529.5,94.32590115070343,False,0.7478489746396648,151,140,32,26,2
726,553.5,89.49747478961945,False,0.8683722286757323,150,141,30,27,2
727,741.0,109.74011480808258,False,0.7732096250758035,140,141,37,28,2
728,785.0,113.74011433124542,False,0.76252168664679,137,142,38,30,2
729,635.5,100.66904628276825,False,0.788013232780156,136,144,33,29,2
730,355.5,82.32590055465698,False,0.6591382109107604,137,146,26,27,2
731,19.5,16.727921724319458,True,0.8757103853417034,159,134,7,6,2
732,214.0,56.28427052497864,False,0.8488863570514565,150,130,21,15,2
733,360.0,71.94112491607666,False,0.8740935507343265,148,130,25,20,2
734,378.0,75.11269772052765,False,0.841927981233577,147,132,25,21,2
735,137.0,43.79898941516876,False,0.8974334462109154,160,146,15,13,2
736,367.5,77.84061920642853,False,0.7621749017381989,148,135,28,21,2
737,434.0,78.42640614509583,False,0.8866964409887043,148,136,27,23,2
738,441.0,80.76955187320709,False,0.8494798991784831,147,139,26,23,2
739,634.5,100.32589995861053,False,0.7921644744514489,137,138,34,26,2
740,605.0,97.25483298301697,False,0.8037904721912945,135,140,33,26,2
741,430.0,84.76955139636993,False,0.7519665980262389,135,141,28,24,2
742,50.0,30.97056233882904,False,0.6550609132706094,135,145,7,14,2
743,29.5,20.727921843528748,False,0.8628203014276711,159,140,8,7,2
744,213.5,57.35533857345581,False,0.8155677569091411,154,132,19,19,2
745,377.0,74.76955211162567,False,0.8474257491903173,153,132,22,25,2
746,241.0,57.455843448638916,False,0.9173994970389977,158,144,19,17,2
747,508.5,87.84061968326569,False,0.8281519703411581,150,132,27,26,2
748,593.0,97.74011421203613,False,0.7800435911472313,149,133,29,29,2
749,572.0,95.74011397361755,False,0.7841840641569383,147,134,30,30,2
750,603.0,93.74011468887329,False,0.8623354005351599,145,136,31,29,2
751,705.0,103.74011397361755,False,0.8232003367752916,141,136,33,30,2
752,529.5,88.66904652118683,False,0.8463144412857202,141,139,28,28,2
753,388.5,77.84061932563782,False,0.8057277507982267,141,141,24,26,2
754,231.0,59.11269772052765,False,0.8307307464907956,141,144,18,20,2
755,50.5,28.3847758769989,False,0.787644606150568,161,144,10,10,2
756,174.0,50.284270882606506,False,0.8647584167955669,157,142,18,15,2
757,319.0,67.11269772052765,False,0.8900023516587636,156,143,23,19,2
758,318.5,69.35533833503723,False,0.832069324395936,154,141,25,19,2
759,474.0,85.25483310222626,False,0.8195023222916398,153,140,30,24,2
760,564.0,91.74011528491974,False,0.8421130642557831,152,139,32,27,2
761,647.0,98.91168737411499,False,0.8310342503714998,151,140,34,28,2
762,707.0,103.39696848392487,False,0.8310241910762584,151,140,35,30,2
763,688.0,101.74011433124542,False,0.8352449520497733,152,140,33,31,2
764,694.0,103.74011480808258,False,0.8103560631648039,154,140,32,33,2
765,649.0,102.91168749332428,False,0.770061057925768,156,142,31,32,2
766,589.5,96.66904675960541,False,0.7927181488879387,159,144,28,31,2
767,730.0,109.39696860313416,False,0.766517630594908,151,144,34,32,2
768,370.5,71.35533821582794,False,0.9144187831734926,155,142,24,21,2
769,777.5,109.49747323989868,False,0.8148957760317592,150,143,34,33,2
770,737.5,107.49747395515442,False,0.8020018509369701,151,142,31,35,2
771,640.5,99.84061932563782,False,0.8074478183105518,153,143,27,34,2
772,478.0,88.42640626430511,False,0.768199128601719,154,145,23,32,2
773,316.5,71.35533881187439,False,0.7811431580009274,155,148,19,26,2
774,43.5,26.3847758769989,False,0.7852217163164358,157,142,10,9,2
775,183.0,54.28427052497864,False,0.780392238653111,154,138,18,17,2
776,345.0,75.59797871112823,False,0.7585925819314802,151,138,26,22,2
777,494.5,89.49747312068939,False,0.7758086415451616,149,136,31,26,2
778,569.5,94.32590126991272,False,0.804343701568994,148,137,32,28,2
779,397.0,74.76955199241638,False,0.8923820252024619,153,142,26,21,2
780,637.5,99.49747371673584,False,0.8092187652168734,148,139,34,27,2
781,740.5,105.98275458812714,False,0.828446601722682,148,137,34,31,2
782,714.0,105.39696860313416,False,0.8077032600595363,150,137,32,33,2
783,691.5,100.3259015083313,False,0.8633281594328682,152,139,31,32,2
784,591.0,97.25483334064484,False,0.7851903563163574,155,140,29,31,2
785,547.5,93.84061920642853,False,0.7812899860831091,157,143,27,29,2
786,786.0,110.08326005935669,False,0.8150604971827223,148,142,35,32,2
787,786.5,109.49747335910797,False,0.8243286513870821,148,139,32,35,2
